filename,xmin,ymin,xmax,ymax,center_x,center_y,width,height
datasets/train/frame312_jpg.rf.0ec9f36b4607734de0c111bfc1aa1b5d.jpg,218,89,500,611,359.0,350.0,282,522
datasets/train/frame304_jpg.rf.0a7aa589b657a7ed9d16dbfaece1c467.jpg,270,132,570,640,420.0,386.0,300,508
datasets/train/frame369_jpg.rf.0b7212539280592a6d786c101957bc4f.jpg,141,246,329,578,235.0,412.0,188,332
datasets/train/frame334_jpg.rf.039d3cb63526fd2ac76c9978acf6eb8a.jpg,247,6,530,460,388.5,233.0,283,454
datasets/train/frame518_jpg.rf.0bfad89c4c99bb0ae761613fd700fc7f.jpg,162,126,384,537,273.0,331.5,222,411
datasets/train/frame306_jpg.rf.11d0709b7e4c199880ccce2f572598c1.jpg,261,127,545,640,403.0,383.5,284,513
datasets/train/frame1_jpg.rf.0902ef9db866e72560ade5d6e0e34153.jpg,310,38,506,486,408.0,262.0,196,448
datasets/train/frame550_jpg.rf.0f28492f2db9f83a6cb8a6abe69f93f6.jpg,90,70,405,632,247.5,351.0,315,562
datasets/train/frame251_jpg.rf.07c8b061546ba06e634ef72bb80268e0.jpg,318,0,559,397,438.5,198.5,241,397
datasets/train/frame414_jpg.rf.0b8a714374398ff8f1bf05ec5820c624.jpg,88,59,226,315,157.0,187.0,138,256
datasets/train/frame325_jpg.rf.09534bd48f2f89b9700060c14792009f.jpg,232,0,504,483,368.0,241.5,272,483
datasets/train/frame392_jpg.rf.0cfc3d3cd28817a2730e776909c1015b.jpg,162,421,340,640,251.0,530.5,178,219
datasets/train/frame3_jpg.rf.060514729912c42ac6bf5b160d3c22e0.jpg,295,25,509,446,402.0,235.5,214,421
datasets/train/frame399_jpg.rf.186213ca5cfed66d3fd85b83365f8a3b.jpg,99,394,250,640,174.5,517.0,151,246
datasets/train/frame373_jpg.rf.16a3aca292e2395f80f0a96998b444b2.jpg,138,174,322,486,230.0,330.0,184,312
datasets/train/frame53_jpg.rf.16e6930b73581cd6050916e25ac994e9.jpg,284,125,444,495,364.0,310.0,160,370
datasets/train/frame519_jpg.rf.06d6c3b90a69ff1bd4e6fe7912414daa.jpg,163,113,373,524,268.0,318.5,210,411
datasets/train/frame635_jpg.rf.13f9d1bb3843df457250a3eda8868ab0.jpg,299,249,454,512,376.5,380.5,155,263
datasets/train/frame13_jpg.rf.0fb45fd379080ff988da404f80403f6a.jpg,281,0,481,398,381.0,199.0,200,398
datasets/train/frame331_jpg.rf.108c715b75e569a92156a11f4f756cea.jpg,237,0,511,441,374.0,220.5,274,441
datasets/train/frame418_jpg.rf.08e46a89948dcf24e7671b9a04533b9d.jpg,93,26,247,308,170.0,167.0,154,282
datasets/train/frame250_jpg.rf.023be9726e3031bbef2fdfc98a93b975.jpg,330,0,567,401,448.5,200.5,237,401
datasets/train/frame530_jpg.rf.0826378d640013aa594d4e1629d8a761.jpg,133,92,393,564,263.0,328.0,260,472
datasets/train/frame406_jpg.rf.00c72303e843469623c89ae19630b532.jpg,56,315,196,603,126.0,459.0,140,288
datasets/train/frame247_jpg.rf.217a35a5943990acba501faaaea0cbea.jpg,314,0,553,384,433.5,192.0,239,384
datasets/train/frame238_jpg.rf.227ec6d544b8c919fb74f00480c21961.jpg,264,45,464,442,364.0,243.5,200,397
datasets/train/frame346_jpg.rf.1fde8acb06c91f17fa10790c3be48955.jpg,518,18,640,415,579.0,216.5,122,397
datasets/train/frame387_jpg.rf.21c72befda38bf66958f21b72f7fcb5c.jpg,232,206,381,477,306.5,341.5,149,271
datasets/train/frame375_jpg.rf.20fcc727af2850b28c24b7edbab0a581.jpg,152,168,327,492,239.5,330.0,175,324
datasets/train/frame332_jpg.rf.22c054d7777109815fa4e2d2a1cd961d.jpg,238,0,520,449,379.0,224.5,282,449
datasets/train/frame298_jpg.rf.242dccfbc35f0f2462a0d01b3f425134.jpg,329,154,615,640,472.0,397.0,286,486
datasets/train/frame370_jpg.rf.26af27643220558516e4b000d0be9f71.jpg,149,243,339,567,244.0,405.0,190,324
datasets/train/frame516_jpg.rf.1e8036da8bbfe1cbd95b0b683e7ed327.jpg,164,125,371,504,267.5,314.5,207,379
datasets/train/frame356_jpg.rf.2bce3521080bef5ac37b5ee622cee6c8.jpg,395,330,593,640,494.0,485.0,198,310
datasets/train/frame6_jpg.rf.1ecfab3cdabb853e727003f76cadf180.jpg,289,4,499,416,394.0,210.0,210,412
datasets/train/frame55_jpg.rf.2aa143b7c0f9d4559460e9eba73e4320.jpg,289,117,452,502,370.5,309.5,163,385
datasets/train/frame313_jpg.rf.1b232f9ddc071893d5a9c685be050745.jpg,204,81,496,594,350.0,337.5,292,513
datasets/train/frame368_jpg.rf.24832ced72c481a869eb3119f648637b.jpg,146,263,331,577,238.5,420.0,185,314
datasets/train/frame537_jpg.rf.1da60afe6c76322098a1b5e9c3aa0beb.jpg,109,66,413,575,261.0,320.5,304,509
datasets/train/frame551_jpg.rf.26dbc645a3a5f3f08abde36eba4537c8.jpg,68,62,405,640,236.5,351.0,337,578
datasets/train/frame319_jpg.rf.2ac23689a2c31d8d87f5574c49ab68cf.jpg,232,18,507,518,369.5,268.0,275,500
datasets/train/frame525_jpg.rf.2bd3e57c27efa3bd39dd7387eb4ae1ad.jpg,152,123,382,557,267.0,340.0,230,434
datasets/train/frame100_jpg.rf.23e2e0871919867450c424e0fd83476e.jpg,170,86,332,422,251.0,254.0,162,336
datasets/train/frame62_jpg.rf.29105cb8e624b75a7a9b477393923572.jpg,275,87,457,538,366.0,312.5,182,451
datasets/train/frame234_jpg.rf.2452117aa33944fecfd5fbdc1315677b.jpg,227,75,415,429,321.0,252.0,188,354
datasets/train/frame522_jpg.rf.2c7108846173fb0d82c360a0efac1d89.jpg,150,127,392,540,271.0,333.5,242,413
datasets/train/frame314_jpg.rf.2d35b5e992a45b128185f8de7742f6bb.jpg,206,77,492,595,349.0,336.0,286,518
datasets/train/frame545_jpg.rf.2ce0b871259123bef91c1bf03fec860f.jpg,80,51,410,603,245.0,327.0,330,552
datasets/train/frame103_jpg.rf.2cd6b5bb7d706fd9750c900913dab1eb.jpg,184,100,338,448,261.0,274.0,154,348
datasets/train/frame382_jpg.rf.1f3d1c99c26ef89d8e4e9a1b4798e57a.jpg,209,141,367,462,288.0,301.5,158,321
datasets/train/frame408_jpg.rf.27026912a1ebd74446f676a61cd64eb9.jpg,63,273,215,534,139.0,403.5,152,261
datasets/train/frame548_jpg.rf.3532031d946143d9695c805f942dd9c9.jpg,87,63,413,612,250.0,337.5,326,549
datasets/train/frame337_jpg.rf.35b87eb949a0d0d04bdc07b209c75db4.jpg,263,0,523,376,393.0,188.0,260,376
datasets/train/frame5_jpg.rf.2ada4fc210fabb497367796d0c51bb25.jpg,289,22,483,420,386.0,221.0,194,398
datasets/train/frame526_jpg.rf.2cb9ecb0bfe7b30d7ce1e0f8cbcc610d.jpg,151,123,391,550,271.0,336.5,240,427
datasets/train/frame422_jpg.rf.3194864206d46f493d90d6eaf2f19bf6.jpg,114,3,252,221,183.0,112.0,138,218
datasets/train/frame15_jpg.rf.310436c5eef5077d7993926b72fa738d.jpg,314,15,491,397,402.5,206.0,177,382
datasets/train/frame527_jpg.rf.397a2c6ab28b45300b8e647705f1a955.jpg,150,116,396,554,273.0,335.0,246,438
datasets/train/frame542_jpg.rf.360df2cd128559f39bdb882227744501.jpg,94,56,410,613,252.0,334.5,316,557
datasets/train/frame10_jpg.rf.33a7304d71027f7226bb9f1e09183e8f.jpg,282,0,476,388,379.0,194.0,194,388
datasets/train/frame248_jpg.rf.37d1164c502c2327001b5e1cbed4ae6d.jpg,318,0,547,384,432.5,192.0,229,384
datasets/train/frame228_jpg.rf.321a927682f11911fbf70c1cde4f49da.jpg,154,54,350,399,252.0,226.5,196,345
datasets/train/frame227_jpg.rf.3d1275f8d65c13c2693fba46e87ccbca.jpg,155,55,327,406,241.0,230.5,172,351
datasets/train/frame513_jpg.rf.36423a4c4bb6dcaa2f17271dc2606ba9.jpg,169,116,383,511,276.0,313.5,214,395
datasets/train/frame330_jpg.rf.1c98fb241ef7244529e31e1c8f7e6d34.jpg,233,6,503,451,368.0,228.5,270,445
datasets/train/frame305_jpg.rf.3067fef962d3e3c5f508f7f1b254664e.jpg,270,126,555,640,412.5,383.0,285,514
datasets/train/frame301_jpg.rf.2ebce3e8c76906486bd2e5e33cc676da.jpg,299,141,591,640,445.0,390.5,292,499
datasets/train/frame358_jpg.rf.3c1ddedc7b1390be592a42b2cc33116a.jpg,292,364,504,640,398.0,502.0,212,276
datasets/train/frame253_jpg.rf.3ea62d021aa2741e1c86432dd9b66890.jpg,327,1,581,441,454.0,221.0,254,440
datasets/train/frame299_jpg.rf.4667389dfb658ba668efe75e4ac8b1b1.jpg,308,160,610,640,459.0,400.0,302,480
datasets/train/frame538_jpg.rf.30da14beaa0af5ecfcc66d94f77b7157.jpg,107,51,415,589,261.0,320.0,308,538
datasets/train/frame333_jpg.rf.4d1d478709f4cfb398328477eb3ef1ab.jpg,252,0,516,521,384.0,260.5,264,521
datasets/train/frame255_jpg.rf.4f8ab1a7f9b9544fd6426da44edcf7fd.jpg,325,0,590,422,457.5,211.0,265,422
datasets/train/frame371_jpg.rf.49e175b1e960de2f37629a56db22936b.jpg,162,245,336,552,249.0,398.5,174,307
datasets/train/frame56_jpg.rf.3c5ad59ac561c544902a863f055db690.jpg,270,99,449,522,359.5,310.5,179,423
datasets/train/frame383_jpg.rf.4e8adf71ca0dc6eaccc63ef5d6e6ec1f.jpg,229,158,391,462,310.0,310.0,162,304
datasets/train/frame58_jpg.rf.3e33e63a1fa5287dc0725e3188712dda.jpg,287,100,445,514,366.0,307.0,158,414
datasets/train/frame324_jpg.rf.4b33661f9dbdc9d0b4da6a3ee98f9072.jpg,222,0,499,523,360.5,261.5,277,523
datasets/train/frame232_jpg.rf.4a229d58c5b5729f23fec66885ae906f.jpg,207,72,394,409,300.5,240.5,187,337
datasets/train/frame533_jpg.rf.427da3340d5e8d22a950b158ddfc408d.jpg,130,84,392,571,261.0,327.5,262,487
datasets/train/frame309_jpg.rf.53099daff4b6f0856c2453c6ab7ec3cc.jpg,247,112,525,615,386.0,363.5,278,503
datasets/train/frame311_jpg.rf.4b6b68c37d1b4c856ee02bb8a39c1bbf.jpg,219,101,507,633,363.0,367.0,288,532
datasets/train/frame412_jpg.rf.4fadd3912aef79f3f91320e28eb46667.jpg,94,118,223,367,158.5,242.5,129,249
datasets/train/frame535_jpg.rf.4dc58dc1cf9bd0ed987792e7976b2821.jpg,132,71,411,571,271.5,321.0,279,500
datasets/train/frame48_jpg.rf.54f2e1e47f396addfeb1efd7fdc02484.jpg,280,98,443,500,361.5,299.0,163,402
datasets/train/frame388_jpg.rf.4badd8de7b928df0bd9b4dc36563f89a.jpg,222,224,375,511,298.5,367.5,153,287
datasets/train/frame101_jpg.rf.4f10d39ae3833aa7f3f840bc162b2b9f.jpg,178,96,332,407,255.0,251.5,154,311
datasets/train/frame547_jpg.rf.57e2f50ed2e77aa297e8f8bfb1d145a1.jpg,93,55,405,607,249.0,331.0,312,552
datasets/train/frame416_jpg.rf.53e0db39ff5e13257735a21ec7320e14.jpg,88,48,224,300,156.0,174.0,136,252
datasets/train/frame394_jpg.rf.3d0e534aa45d669831bcf9428dd4f851.jpg,153,436,337,640,245.0,538.0,184,204
datasets/train/frame544_jpg.rf.54c781990c670f817da77301e4b1cfaa.jpg,104,44,406,614,255.0,329.0,302,570
datasets/train/frame242_jpg.rf.4a4ce1fe7109e752cba65d55fa93d786.jpg,298,27,508,437,403.0,232.0,210,410
datasets/train/frame60_jpg.rf.51764e7ecc7a0e459d20590141fd107b.jpg,278,62,455,534,366.5,298.0,177,472
datasets/train/frame300_jpg.rf.3c26694ef34266d61b3c0d20831171a7.jpg,303,148,595,640,449.0,394.0,292,492
datasets/train/frame345_jpg.rf.5577ad92aba4716ba1d953783f974ee0.jpg,495,0,640,395,567.5,197.5,145,395
datasets/train/frame54_jpg.rf.62528275d532dfe2fc421dc805ea969b.jpg,279,105,441,518,360.0,311.5,162,413
datasets/train/frame365_jpg.rf.60e4bcd0942a5bf1e41077b5fd362918.jpg,174,282,359,612,266.5,447.0,185,330
datasets/train/frame540_jpg.rf.6378c675aee17c1b0df560638c0a8688.jpg,114,33,406,607,260.0,320.0,292,574
datasets/train/frame541_jpg.rf.5e48eb219129f26d7d75d1cdff2229d9.jpg,100,47,422,587,261.0,317.0,322,540
datasets/train/frame374_jpg.rf.68cbbfce9205ff9d4654c27c63bfc189.jpg,136,185,328,491,232.0,338.0,192,306
datasets/train/frame233_jpg.rf.694f3cf423e9ce1ef53f2c378efd5328.jpg,218,80,403,420,310.5,250.0,185,340
datasets/train/frame241_jpg.rf.635a69a9995fa8037a6bd743b43b4ba1.jpg,292,33,493,423,392.5,228.0,201,390
datasets/train/frame50_jpg.rf.60217ed46b9f7f377333cceb2a6c1b79.jpg,279,102,436,487,357.5,294.5,157,385
datasets/train/frame384_jpg.rf.68c69c19e09d0dbc74f70e3d356e13bd.jpg,223,160,382,453,302.5,306.5,159,293
datasets/train/frame372_jpg.rf.644e81b932abaceb534afa15637ad353.jpg,145,206,321,527,233.0,366.5,176,321
datasets/train/frame417_jpg.rf.6cbbd76213fa43e26bb0f3e0762a3716.jpg,93,61,231,283,162.0,172.0,138,222
datasets/train/frame244_jpg.rf.6409eeb3f8ce5c6f2403f39337878992.jpg,315,9,520,384,417.5,196.5,205,375
datasets/train/frame523_jpg.rf.70cc42d7f55a6375d2d84090eade6a5a.jpg,155,100,392,542,273.5,321.0,237,442
datasets/train/frame420_jpg.rf.6770b549a191448a5407767d9507c3a9.jpg,102,22,230,255,166.0,138.5,128,233
datasets/train/frame350_jpg.rf.73e15c0e771a5497a9c1ceabb07f573c.jpg,531,14,640,640,585.5,327.0,109,626
datasets/train/frame413_jpg.rf.760fdae63c7b290c60554d32529921e8.jpg,92,92,226,336,159.0,214.0,134,244
datasets/train/frame12_jpg.rf.7470ac9c05f13a27596cdac27733f17b.jpg,283,0,482,407,382.5,203.5,199,407
datasets/train/frame310_jpg.rf.613c410b54ff8bea8b1049b967e79c25.jpg,220,92,516,628,368.0,360.0,296,536
datasets/train/frame419_jpg.rf.790eb8566bf8081457299d4f01332df0.jpg,89,44,235,258,162.0,151.0,146,214
datasets/train/frame532_jpg.rf.6b045b12d9910e95d57656f4a1f04a8d.jpg,123,95,393,582,258.0,338.5,270,487
datasets/train/frame352_jpg.rf.79a1920f197c47c0fafcb06e09bcfe63.jpg,496,216,640,640,568.0,428.0,144,424
datasets/train/frame415_jpg.rf.5f371b109c2d4c2571021107041b2a75.jpg,94,53,231,295,162.5,174.0,137,242
datasets/train/frame14_jpg.rf.79d4f7298fa71c06c65be631aa966342.jpg,298,12,490,397,394.0,204.5,192,385
datasets/train/frame326_jpg.rf.7b59c48b118d7ec96d525124e758fe88.jpg,228,0,508,471,368.0,235.5,280,471
datasets/train/frame57_jpg.rf.7297f2881c300370b391b8400b1a0a20.jpg,269,107,456,501,362.5,304.0,187,394
datasets/train/frame359_jpg.rf.66c8c32799c0bfa145d690eba1182ff3.jpg,256,367,470,640,363.0,503.5,214,273
datasets/train/frame0_jpg.rf.6f4bffa9f562cb9d5483da2a5ac1c6ca.jpg,277,38,505,502,391.0,270.0,228,464
datasets/train/frame402_jpg.rf.782dc8cf2bddf3f2f35d88773a7e09b2.jpg,62,359,220,620,141.0,489.5,158,261
datasets/train/frame249_jpg.rf.7a3facaa1488e29afbeef4818951db9f.jpg,323,0,558,397,440.5,198.5,235,397
datasets/train/frame2_jpg.rf.7b208fae6673cc1ab3d234e6f596a763.jpg,308,68,500,459,404.0,263.5,192,391
datasets/train/frame363_jpg.rf.5efba4973230d061ead342ae4c1e0458.jpg,179,320,367,640,273.0,480.0,188,320
datasets/train/frame335_jpg.rf.6b105e5cdface5d8af18b668d839a96c.jpg,252,0,516,425,384.0,212.5,264,425
datasets/train/frame390_jpg.rf.6a096ca34b2d272061f1965afc613c50.jpg,223,325,373,626,298.0,475.5,150,301
datasets/train/frame362_jpg.rf.78172c825bd9a41c429445fe7d98c3e3.jpg,171,346,387,640,279.0,493.0,216,294
datasets/train/frame389_jpg.rf.6450d8fedc0eafbb9053bcc41050d484.jpg,211,268,373,560,292.0,414.0,162,292
datasets/train/frame229_jpg.rf.7bf602f508efd24891a1217214a54c00.jpg,169,64,363,436,266.0,250.0,194,372
datasets/train/frame263_jpg.rf.7e2bb4ee84de631194cfdd742ebd1fd0.jpg,288,0,565,440,426.5,220.0,277,440
datasets/train/frame361_jpg.rf.7ad041c6c72d9beb7d890b5b420a2c10.jpg,170,347,384,640,277.0,493.5,214,293
datasets/train/frame521_jpg.rf.6aebbc91e9805861835e4b85c9b05237.jpg,142,98,390,528,266.0,313.0,248,430
datasets/train/frame409_jpg.rf.81622e2594dc1eaa3b6bfb146df5529a.jpg,60,243,207,493,133.5,368.0,147,250
datasets/train/frame534_jpg.rf.829feac417422a6a2fe67f4d4d86a5d7.jpg,123,56,405,585,264.0,320.5,282,529
datasets/train/frame230_jpg.rf.80e7434e5ad3e7af9852bec67ce2b288.jpg,175,59,371,428,273.0,243.5,196,369
datasets/train/frame549_jpg.rf.53a5b2e40ca536c365e354a5e23a4287.jpg,63,61,428,609,245.5,335.0,365,548
datasets/train/frame379_jpg.rf.81d4bbf77d281176999d3ffaaf8b36a4.jpg,164,167,328,473,246.0,320.0,164,306
datasets/train/frame376_jpg.rf.80bc1acd93678615b755fc620d04d961.jpg,148,154,308,477,228.0,315.5,160,323
datasets/train/frame529_jpg.rf.7c992b6daa354a58d686f682d01c051b.jpg,139,110,396,576,267.5,343.0,257,466
datasets/train/frame403_jpg.rf.7f888e110df35d68b88a185bda7b32d3.jpg,53,366,210,631,131.5,498.5,157,265
datasets/train/frame322_jpg.rf.7c9b7e2557fb046d54e3e92e700a138b.jpg,218,2,515,523,366.5,262.5,297,521
datasets/train/frame377_jpg.rf.8345ba6c972f0e2677a9f49f7373af56.jpg,137,166,321,462,229.0,314.0,184,296
datasets/train/frame254_jpg.rf.925346060303a6ad1208f4d61871f97f.jpg,329,0,586,434,457.5,217.0,257,434
datasets/train/frame258_jpg.rf.8f285dff00e9042125a6c7b06e402fab.jpg,313,0,579,447,446.0,223.5,266,447
datasets/train/frame235_jpg.rf.89ded5af6877aa26470bee2d19edd0f0.jpg,226,72,434,422,330.0,247.0,208,350
datasets/train/frame348_jpg.rf.85d5a91146545b32f24649879a852a8b.jpg,578,20,640,386,609.0,203.0,62,366
datasets/train/frame343_jpg.rf.8edb7e05179c9b61707d1325982c8506.jpg,451,0,640,409,545.5,204.5,189,409
datasets/train/frame243_jpg.rf.8db5f52df1150dfba47e0f54adb1c99c.jpg,312,7,516,407,414.0,207.0,204,400
datasets/train/frame252_jpg.rf.948fd59f27b4fb27033404a5daed64bf.jpg,312,0,570,423,441.0,211.5,258,423
datasets/train/frame260_jpg.rf.89aff4c149113a6e1c6ca3954aafe814.jpg,311,5,589,463,450.0,234.0,278,458
datasets/train/frame225_jpg.rf.9474bce91f09ffc1e3cd763e62a0145c.jpg,135,45,301,383,218.0,214.0,166,338
datasets/train/frame407_jpg.rf.978fd76bfef553701eb51bb098bde2c9.jpg,58,309,204,549,131.0,429.0,146,240
datasets/train/frame381_jpg.rf.8f7cbae3b7e20e13241e0472d2604a44.jpg,184,155,348,461,266.0,308.0,164,306
datasets/train/frame323_jpg.rf.8a28beb138672c442b0f3fe757f71213.jpg,230,0,500,546,365.0,273.0,270,546
datasets/train/frame423_jpg.rf.96fa51dbf29b6d8ccbc021d8879d8269.jpg,116,0,248,227,182.0,113.5,132,227
datasets/train/frame261_jpg.rf.8305690e3c5c0bcebd19f7632c27220e.jpg,308,0,616,482,462.0,241.0,308,482
datasets/train/frame307_jpg.rf.8f1d60ab12ca698e4edddcb66b6f01d6.jpg,262,128,538,640,400.0,384.0,276,512
datasets/train/frame303_jpg.rf.9b97091d8571bb7a5b60b9d570f43722.jpg,297,138,580,640,438.5,389.0,283,502
datasets/train/frame398_jpg.rf.9724973c7054f2a5e9315477304da34a.jpg,107,410,276,640,191.5,525.0,169,230
datasets/train/frame512_jpg.rf.9de4d40c8db59188c0720c768edb2789.jpg,181,107,378,501,279.5,304.0,197,394
datasets/train/frame410_jpg.rf.9e12a5f6ea1c1e540384f7965b6a4161.jpg,73,137,207,442,140.0,289.5,134,305
datasets/train/frame246_jpg.rf.98f1aa6a1d25a0626dd113cd1e2d2f9f.jpg,303,0,543,396,423.0,198.0,240,396
datasets/train/frame528_jpg.rf.9fa72bc3d7db00f1f3546d3507c5a211.jpg,140,97,392,571,266.0,334.0,252,474
datasets/train/frame340_jpg.rf.9865cc0ea25a8269d4435dbf4079d743.jpg,310,0,582,388,446.0,194.0,272,388
datasets/train/frame517_jpg.rf.a444448fe4d8c831cffa7e7b1c56489a.jpg,157,121,377,524,267.0,322.5,220,403
datasets/train/frame239_jpg.rf.9f3621d6f3250beb70078785e8951369.jpg,270,43,475,437,372.5,240.0,205,394
datasets/train/frame353_jpg.rf.9c3a39fd0afddd9bc4f0ffb8e82b88f7.jpg,488,273,640,640,564.0,456.5,152,367
datasets/train/frame245_jpg.rf.99f4e235ad2acf3caf823ae26c575d73.jpg,304,8,528,405,416.0,206.5,224,397
datasets/train/frame366_jpg.rf.9f8b145ec263ff8d7a627280715ddd89.jpg,166,284,350,634,258.0,459.0,184,350
datasets/train/frame52_jpg.rf.a408864271d8790a15afbbf4529802ec.jpg,283,131,449,506,366.0,318.5,166,375
datasets/train/frame336_jpg.rf.97fc36e1f7ddc0b6204fa2db995944c3.jpg,245,0,518,445,381.5,222.5,273,445
datasets/train/frame102_jpg.rf.a4cdee11fc7980273d05c9be0d003908.jpg,179,94,337,398,258.0,246.0,158,304
datasets/train/frame546_jpg.rf.aecb26df1f942fe05c97affb0c7230ff.jpg,93,55,405,630,249.0,342.5,312,575
datasets/train/frame360_jpg.rf.b1c02c1d97a81edf2ca1bf3d6d4b1d54.jpg,192,368,416,640,304.0,504.0,224,272
datasets/train/frame539_jpg.rf.af5bf0afec31409a8dcab0e1bb0f21f4.jpg,113,53,411,600,262.0,326.5,298,547
datasets/train/frame344_jpg.rf.adc59db9b45e95c35bffc8933732fbd0.jpg,454,0,640,447,547.0,223.5,186,447
datasets/train/frame236_jpg.rf.a6a9b7c0f8b99d48210feaa6399d7997.jpg,253,47,445,430,349.0,238.5,192,383
datasets/train/frame237_jpg.rf.ba250b3cefba255252e3d045fedfe7a9.jpg,258,56,448,431,353.0,243.5,190,375
datasets/train/frame351_jpg.rf.b937ffd08403efc428d4ab5fa3510764.jpg,527,138,640,640,583.5,389.0,113,502
datasets/train/frame364_jpg.rf.b811af27ae82c75d07bcd64ce019dc3f.jpg,182,305,360,640,271.0,472.5,178,335
datasets/train/frame354_jpg.rf.aa11a34118783947ef8558ba9d71807a.jpg,450,281,640,640,545.0,460.5,190,359
datasets/train/frame342_jpg.rf.afacfc19d98a33af74b9e1ea7c97bfb8.jpg,438,0,640,345,539.0,172.5,202,345
datasets/train/frame256_jpg.rf.ae08a9b4586073f97b3d6b684a2835f4.jpg,324,0,588,455,456.0,227.5,264,455
datasets/train/frame524_jpg.rf.ae6e1f3d7013775491a570ddbb0d74af.jpg,151,110,388,559,269.5,334.5,237,449
datasets/train/frame536_jpg.rf.bb72dd2f622deae442ecf9f500404791.jpg,123,84,407,582,265.0,333.0,284,498
datasets/train/frame4_jpg.rf.c2aee02765c2b4b55d75a2d6b8581272.jpg,297,42,487,427,392.0,234.5,190,385
datasets/train/frame385_jpg.rf.bf65423811dca1f86c47cad74f0746d1.jpg,218,162,372,446,295.0,304.0,154,284
datasets/train/frame308_jpg.rf.c2de4e9a4dd7730a38b192b29a5a1290.jpg,256,121,542,636,399.0,378.5,286,515
datasets/train/frame259_jpg.rf.bfce73533534c6db2783b5ba0e41782b.jpg,321,0,588,460,454.5,230.0,267,460
datasets/train/frame224_jpg.rf.c6d526b7d2f3233e2d1ab7cc5a73958f.jpg,115,44,296,361,205.5,202.5,181,317
datasets/train/frame317_jpg.rf.c7768adb31989c516aef27cc839d7be3.jpg,237,14,527,559,382.0,286.5,290,545
datasets/train/frame393_jpg.rf.c3b263b180bda7cd501b25a7547d423f.jpg,156,434,322,640,239.0,537.0,166,206
datasets/train/frame262_jpg.rf.c098274b8f0d6240ee28783189657e58.jpg,293,0,589,462,441.0,231.0,296,462
datasets/train/frame543_jpg.rf.bbdfc882dbeedce658724956eca55d89.jpg,98,56,420,609,259.0,332.5,322,553
datasets/train/frame341_jpg.rf.c097ccae13e505fef98e684012bf819a.jpg,369,3,640,381,504.5,192.0,271,378
datasets/train/frame411_jpg.rf.d55d232df8d5c7765b011e0552b0f095.jpg,88,128,219,386,153.5,257.0,131,258
datasets/train/frame316_jpg.rf.c9a4475260ad4d71d0f6d5f14c70e707.jpg,239,27,523,542,381.0,284.5,284,515
datasets/train/frame347_jpg.rf.d3dcddfec092ceb1458b0a69a5273cd9.jpg,546,6,640,433,593.0,219.5,94,427
datasets/train/frame329_jpg.rf.cdaa30d650ee55ff8e50bfad44fbb641.jpg,229,0,508,459,368.5,229.5,279,459
datasets/train/frame514_jpg.rf.cab662f7910e18b8c854ab1925238d41.jpg,176,117,376,489,276.0,303.0,200,372
